,GeoFIPS,GeoName,Earnings by place of work,Employee and self-employed contributions for government social insurance,Employer contributions for employee pension and insurance funds 8,Employer contributions for government social insurance,Equals: Net earnings by place of residence,Farm income 2,Farm proprietors' income,Less: Contributions for government social insurance 5,Nonfarm personal income 1,Nonfarm proprietors' income,Per capita personal income (dollars) 4,Personal income (thousands of dollars),Plus: Adjustment for residence 6,"Plus: Dividends, interest, and rent 7",Plus: Personal current transfer receipts,Population (persons) 3,Proprietors employment,Proprietors' income 9,Supplements to wages and salaries,Total employment,Wage and salary employment,Wages and salaries,year
32," ""51083""","Halifax, VA",599085,41528,87843,64618,555753,7554,4090,73837,1041813,45615,28985,1049367,30505,160003,333611,36204,3231,49705,120152,16446,13215,429228,2010
33," ""51085""","Hanover, VA",2465267,150901,270681,268864,3170288,4132,-2939,285333,4479851,227025,44891,4483983,990354,745175,568520,99886,12769,224086,405113,60644,47875,1836068,2010
34," ""51087""","Henrico, VA",12031437,706796,1182721,1226192,10125463,1413,218,1319892,14378448,1515888,46809,14379861,-586082,2444048,1810350,307201,38127,1516106,1795817,218651,180524,8719514,2010
35," ""51091""","Highland, VA",26775,2083,3621,2240,30485,1717,1110,3203,72926,5314,32496,74643,6913,23501,20657,2297,702,6424,4741,1306,604,15610,2010
36," ""51093""","Isle of Wight, VA",603309,39850,69350,59870,1114101,3254,1365,69785,1600461,59161,45407,1603715,580577,238669,250945,35319,3517,60526,99285,14202,10685,443498,2010
37," ""51097""","King and Queen, VA",73620,5363,9662,7330,142796,80,-742,9028,233730,13716,33516,233810,78204,36384,54630,6976,703,12974,13327,1903,1200,47319,2010
38," ""51099""","King George, VA",1056447,56502,160870,119280,749698,-2252,-2703,116142,1075857,67715,45306,1073605,-190607,208756,115151,23697,2310,65012,220510,13347,11037,770925,2010
39," ""51101""","King William, VA",201582,13842,23397,21064,398588,927,-474,24374,580994,22649,36372,581921,221380,82695,100638,15999,1626,22175,33929,5401,3775,145478,2010
40," ""51103""","Lancaster, VA",239059,17480,27686,23520,197257,-536,-873,29240,499160,37901,43885,498624,-12562,179535,121832,11362,2024,37028,39446,7121,5097,162585,2010
41," ""51105""","Lee, VA",265914,21006,42177,28078,336029,-3729,-4594,35045,668345,25891,25955,664616,105160,83624,244963,25606,2245,21297,56216,8075,5830,188401,2010
42," ""51107""","Loudoun, VA",10841061,619613,1059225,1123376,16473525,-6534,-17729,1181301,20152009,1012297,63855,20145475,6813765,2735585,936365,315486,41295,994568,1620913,183855,142560,8225580,2010
43," ""51109""","Louisa, VA",587511,37823,81866,58736,757350,-2615,-3968,67191,1167918,62160,35132,1165303,237030,187573,220380,33169,3485,58192,111234,12229,8744,418085,2010
44," ""51111""","Lunenburg, VA",125844,9856,18147,13720,163101,-751,-2374,16716,331262,11816,25603,330511,53973,60887,106523,12909,964,9442,25007,3837,2873,91395,2010
45," ""51113""","Madison, VA",157724,11587,18092,15818,272699,-649,-3338,19496,450155,32156,33800,449506,134471,92189,84618,13299,2015,28818,26001,5292,3277,102905,2010
46," ""51115""","Mathews, VA",88513,7708,8804,6810,207544,200,-3,11113,403925,29780,45033,404125,130144,116639,79942,8974,1335,29777,12209,3004,1669,46527,2010
47," ""51117""","Mecklenburg, VA",543515,38440,77010,61202,474703,3628,-1040,69041,939732,34773,28835,943360,229,165418,303239,32716,2985,33733,107611,16121,13136,402171,2010
48," ""51119""","Middlesex, VA",178177,13155,21910,15378,208026,1227,179,20844,424045,40339,38728,425272,50693,113462,103784,10981,1814,40518,29599,5362,3548,108060,2010
49," ""51125""","Nelson, VA",183622,14068,20807,16400,300615,1833,-1029,22268,548123,45790,36718,549956,139261,116655,132686,14978,2653,44761,29007,6326,3673,109854,2010
50," ""51127""","New Kent, VA",200972,14081,23898,19808,783691,-847,-1085,23985,1016326,36894,54763,1015479,606704,122212,109576,18543,2565,35809,33802,6523,3958,131361,2010
51," ""51131""","Northampton, VA",259217,15263,28963,25302,226852,42877,30383,27914,393751,24554,35184,436628,-4451,87696,122080,12410,1725,54937,41614,6988,5263,162666,2010
52," ""51133""","Northumberland, VA",129957,12013,15941,12912,172155,-660,-1448,18469,454992,22842,36770,454332,60667,158752,123425,12356,1627,21394,22397,4407,2780,86166,2010
53," ""51135""","Nottoway, VA",277502,18468,47642,32826,228124,4056,2180,34881,454428,10762,28932,458484,-14497,77115,153245,15847,1495,12942,64055,7631,6136,200505,2010
54," ""51137""","Orange, VA",448105,31993,51872,44018,760883,11415,1783,54002,1258563,70633,37835,1269978,366780,253132,255963,33566,4223,72416,73881,13050,8827,301808,2010
55," ""51139""","Page, VA",296527,20745,37160,29604,431725,24603,22201,35547,715258,43212,30748,739861,170745,118933,189203,24062,2630,65413,51962,8781,6151,179152,2010
56," ""51141""","Patrick, VA",211156,16651,29866,22474,245801,2225,217,27888,488943,26787,26587,491168,62533,78745,166622,18474,2225,27004,41103,7690,5465,143049,2010
57," ""51145""","Powhatan, VA",358853,23832,46189,34780,794855,523,-182,41222,1120062,53738,39832,1120585,477224,177453,148277,28133,3284,53556,63579,10054,6770,241718,2010
58," ""51147""","Prince Edward, VA",408399,26279,57168,45626,303178,3581,2681,49092,561390,26124,24181,564971,-56129,96038,165755,23364,2191,28805,79981,11734,9543,299613,2010
59," ""51155""","Pulaski, VA",563807,39299,76201,62700,596318,1106,-207,70649,1067927,53589,30693,1069033,103160,158060,314655,34830,2691,53382,107551,14654,11963,402874,2010
60," ""51157""","Rappahannock, VA",110865,8015,9637,8084,219659,-2751,-4334,12057,368508,39392,48755,365757,120851,94876,51222,7502,1620,35058,13679,3249,1629,62128,2010
61," ""51159""","Richmond, VA",144600,9550,22008,14948,135188,2627,792,17024,245293,10717,26727,247920,7612,49174,63558,9276,911,11509,29482,3993,3082,103609,2010
62," ""51167""","Russell, VA",377244,29392,51608,42056,457358,-2246,-3768,50420,841459,39374,29066,839213,130534,101116,280739,28873,2576,35606,72636,10285,7709,269002,2010
63," ""51169""","Scott, VA",223833,20079,31519,24638,312280,-4717,-5404,32398,625772,21230,26854,621055,120845,85446,223329,23127,2671,15826,43838,8028,5357,164169,2010
64," ""51171""","Shenandoah, VA",654709,44567,81149,65492,837409,13688,10343,77313,1396346,91151,33534,1410034,260013,268540,304085,42048,5645,101494,113895,19765,14120,439320,2010
65," ""51173""","Smyth, VA",562100,39398,82954,62338,487000,-1398,-3117,70567,911424,48624,28263,910026,-4533,120777,302249,32198,3270,45507,114123,15541,12271,402470,2010
66," ""51179""","Stafford, VA",2609110,145467,353741,285536,4542440,-2942,-3353,288235,6132424,231715,47202,6129482,2221565,1018048,568994,129857,11659,228362,496509,51543,39884,1884239,2010
67," ""51181""","Surry, VA",233426,13407,40595,23806,146916,650,-389,25310,232667,6149,33118,233317,-61200,33384,53017,7045,620,5760,52498,3041,2421,175168,2010
68," ""51183""","Sussex, VA",179112,11778,27047,19198,178102,4302,2706,21377,312428,9177,26366,316730,20367,45192,93436,12013,806,11883,36646,4658,3852,130583,2010
69," ""51185""","Tazewell, VA",799434,56568,109218,85610,761533,-679,-1545,99373,1412414,67724,31290,1411735,61472,210566,439636,45118,3619,66179,152023,21522,17903,581232,2010
70," ""51187""","Warren, VA",599368,38764,73879,63878,946945,-2978,-3729,70703,1434356,71774,38150,1431378,418280,255112,229321,37520,4244,68045,105818,16578,12334,425505,2010
71," ""51193""","Westmoreland, VA",161104,13075,21252,16098,301796,4984,-98,21124,586628,23246,33820,591612,161816,143748,146068,17493,2005,23148,29301,5902,3897,108655,2010
72," ""51197""","Wythe, VA",508117,35021,73679,55314,462018,-992,-3509,62678,838417,46098,28628,837425,16579,122466,252941,29252,3188,42589,101336,15230,12042,364192,2010
73," ""51510""","Alexandria (Independent City), VA",10033478,549450,1045199,1056772,8022104,0,0,1077836,10670343,1340703,75818,10670343,-933538,2015709,632530,140737,19658,1340703,1573585,123544,103886,7119190,2010
74," ""51550""","Chesapeake (Independent City), VA",5278047,314475,626508,581080,6612926,7047,2044,605015,9405681,400790,42110,9412728,1939894,1498536,1301266,223525,20055,402834,917048,121599,101544,3958165,2010
75," ""51650""","Hampton (Independent City), VA",4218730,229078,677540,509174,3025065,0,0,483665,4895276,150186,35623,4895276,-710000,863539,1006672,137418,9371,150186,932127,76859,67488,3136417,2010
76," ""51700""","Newport News (Independent City), VA",6471769,352095,1002773,722196,4027407,0,0,713193,6261985,299554,34615,6261985,-1731169,1016715,1217863,180905,13145,299554,1363871,119543,106398,4808344,2010
77," ""51710""","Norfolk (Independent City), VA",13400189,648567,2251879,1658104,4892106,0,0,1477619,8260186,528339,33990,8260186,-7030464,1710964,1657116,243019,18096,528339,3080931,210781,192685,9790919,2010
78," ""51740""","Portsmouth (Independent City), VA",3354655,178576,601175,401362,1943423,0,0,379257,3298129,89665,34551,3298129,-1031975,544975,809731,95457,6700,89665,801856,57359,50659,2463134,2010
79," ""51760""","Richmond (Independent City), VA",11523164,653448,1391777,1171514,5010151,0,0,1239205,8615326,970669,42155,8615326,-5273808,1947396,1657779,204375,19211,970669,1977534,177780,158569,8574961,2010
80," ""51770""","Roanoke (Independent City), VA",3861531,231867,467322,452510,1947219,0,0,458122,3431805,270601,35481,3431805,-1456190,603840,880746,96722,8416,270601,693577,79022,70606,2897353,2010
81," ""51800""","Suffolk (Independent City), VA",1536035,95390,191715,162448,2410385,10411,263,176614,3578560,160530,42293,3588971,1050964,598669,579917,84859,8207,160793,272939,34728,26521,1102303,2010
82," ""51810""","Virginia Beach (Independent City), VA",10653650,597166,1447682,1223654,12864513,-107,-1718,1208993,19605681,715138,44673,19605574,3419856,4159945,2581116,438864,46407,713420,2059509,240301,193894,7880721,2010
83," ""51901""","Albemarle + Charlottesville, VA*",5972951,341821,735779,581248,4301638,-1140,-10408,632445,7269881,854558,50950,7268741,-1038868,2180543,786560,142663,22196,844150,1026403,112944,90748,4102398,2010
84," ""51903""","Alleghany + Covington, VA*",451606,31611,57444,51702,381859,-2042,-2322,57462,705647,19217,31774,703605,-12285,102743,219003,22144,1352,16895,83295,9903,8551,351416,2010
85," ""51907""","Augusta, Staunton + Waynesboro, VA*",2645300,168149,311520,249184,2661947,25922,17366,292741,4214321,491765,35837,4240243,309388,687639,890657,118320,12993,509131,436112,61243,48250,1700057,2010
86," ""51911""","Campbell + Lynchburg, VA*",3741501,231095,438196,418562,2352101,-1582,-3650,440376,4174623,216541,31986,4173041,-949024,661918,1159022,130463,12131,212891,647477,84221,72090,2881133,2010
87," ""51913""","Carroll + Galax, VA*",542785,40044,72274,58726,528765,503,-1473,69407,1045447,59019,28223,1045950,55387,141879,375306,37060,3324,57546,101637,16507,13183,383602,2010
88," ""51918""","Dinwiddie, Colonial Heights + Petersburg, VA*",1536263,99757,214173,172952,1433823,-834,-2167,186233,2653132,71386,34047,2652298,83793,401571,816904,77902,7023,69219,300649,40567,33544,1166395,2010
89," ""51919""","Fairfax, Fairfax City + Falls Church, VA*",63086221,3615818,5624116,6630788,54739464,5080,3283,6931212,74393381,4272169,66356,74398461,-1415545,14981389,4677608,1121203,160270,4275452,8939510,825687,665417,49871259,2010
90," ""51921""","Frederick + Winchester, VA*",2835377,170188,337379,310148,2783215,-1373,-6090,325262,4066412,240798,38827,4065039,273100,664475,617349,104695,12328,234708,492453,63784,51456,2108216,2010
91," ""51923""","Greensville + Emporia, VA*",341882,21955,53412,39646,250481,-1081,-1963,41778,456491,6921,25087,455410,-49623,62060,142869,18153,1049,4958,73235,9700,8651,263689,2010
92," ""51929""","Henry + Martinsville, VA*",1147695,82995,150434,130086,1021546,6895,6056,148038,2061005,94748,30460,2067900,21889,357100,689254,67888,5378,100804,215477,31700,26322,831414,2010
93," ""51931""","James City + Williamsburg, VA*",2202378,137276,260639,224470,2570187,538,28,249511,4225552,314646,51926,4226090,617320,1052988,602915,81387,10585,314674,372874,54242,43657,1514830,2010
94," ""51933""","Montgomery + Radford, VA*",2485330,144575,393282,270208,1893779,1340,-1664,279679,3080957,114273,27770,3082297,-311872,622919,565599,110992,10195,112609,528386,59620,49425,1844335,2010
95," ""51939""","Pittsylvania + Danville, VA*",1755419,122658,232083,199642,1613427,19049,11608,222479,3037908,100883,28700,3056957,80487,456552,986978,106516,8866,112491,331904,48651,39785,1311024,2010
96," ""51941""","Prince George + Hopewell, VA*",2061943,102788,385820,254028,1126787,-4426,-4762,229802,1880578,45216,32190,1876152,-705354,346436,402929,58283,3318,40454,512834,33083,29765,1508655,2010
97," ""51942""","Prince William, Manassas + Manassas Park, VA*",9406817,532989,1109127,1018060,16640490,-1467,-4229,1042019,21619488,991213,47114,21618021,8275692,3171084,1806447,458846,48365,986984,1618157,194469,146104,6801676,2010
98," ""51944""","Roanoke + Salem, VA*",3636193,223291,445014,380032,3187853,55,-602,413307,4908468,375945,41841,4908523,-35033,857974,862696,117313,12907,375343,635030,76166,63259,2625820,2010
99," ""51945""","Rockbridge, Buena Vista + Lexington, VA*",660296,44831,83256,73702,611927,-4616,-6539,81682,1141453,81835,31574,1136837,33313,249892,275018,36006,4537,75296,120107,18915,14378,464893,2010
100," ""51947""","Rockingham + Harrisonburg, VA*",3190852,184707,398518,324182,2490235,113905,97240,346798,3725301,299453,30613,3839206,-353819,665920,683051,125412,15069,396693,560609,77309,62240,2233550,2010
101," ""51949""","Southampton + Franklin, VA*",368975,25669,56306,39264,446150,-1888,-5576,45301,813672,28223,29822,811784,122476,134589,231045,27221,2404,22647,75938,11031,8627,270390,2010
102," ""51951""","Spotsylvania + Fredericksburg, VA*",2918452,176265,348717,321702,4311356,-1551,-3027,337116,6165076,201664,41833,6163525,1730020,1059355,792814,147337,13795,198637,509568,73195,59400,2210247,2010
103," ""51953""","Washington + Bristol, VA*",1736182,113797,212118,172690,1423545,-1566,-4702,200142,2496834,257489,34306,2495268,-112495,428945,642778,72735,8232,252787,298463,41679,33447,1184932,2010
104," ""51955""","Wise + Norton, VA*",1113086,73469,142784,125470,755124,1034,930,136204,1385696,50591,30419,1386730,-221758,161784,469822,45587,2968,51521,205519,23933,20965,856046,2010
105," ""51958""","York + Poquoson, VA*",1296236,79002,175479,140030,2594342,1514,782,149017,3773807,136562,48794,3775321,1447123,755248,425731,77372,6503,137344,245494,32059,25556,913398,2010
0," ""51000""",Virginia,272116862,12328968,30466061,29588324,261869982,606655,388840,27123130,385377798,24374362,47638,385984453,16876250,72698608,51415863,8102437,921009,24763202,45260223,4802678,3881669,202093437,2011
1," ""51001""","Accomack, VA",647359,33489,86457,66730,597117,35831,30404,66854,1093129,56764,33977,1128960,16612,225985,305858,33227,3843,87168,119822,17567,13724,440369,2011
2," ""51007""","Amelia, VA",145591,8186,14157,12752,268860,20378,17176,14562,413927,24755,34071,434305,137831,61969,103476,12747,1713,41931,20533,4323,2610,83127,2011
3," ""51009""","Amherst, VA",448764,26322,60793,48132,584024,-1790,-2453,50388,992016,39023,30791,990226,185648,144577,261625,32160,2916,36570,84859,12514,9598,327335,2011
4," ""51011""","Appomattox, VA",149727,10290,19904,15736,278183,-2004,-2670,18158,478660,19958,31558,476656,146614,65856,132617,15104,1709,17288,27772,5201,3492,104667,2011
5," ""51013""","Arlington, VA",21024532,853232,2425999,2289728,13664715,0,0,1998096,17775526,1758438,82264,17775526,-5361721,3276096,834715,216078,28092,1758438,3570863,215762,187670,15695231,2011
6," ""51017""","Bath, VA",117222,6331,12782,12356,99629,-469,-915,12509,205431,20488,44031,204962,-5084,63118,42215,4655,659,19573,18960,2994,2335,78689,2011
7," ""51019""","Bedford, VA*",991258,60410,106962,104002,1782465,-3182,-4838,112411,2831957,156843,37440,2828775,903618,475873,570437,75555,9455,152005,158963,29546,20091,680290,2011
8," ""51021""","Bland, VA",113793,6432,18616,12080,112492,-474,-843,12472,200889,8505,29577,200415,11171,30274,57649,6776,814,7662,24656,2867,2053,81475,2011
9," ""51023""","Botetourt, VA",505964,29126,56065,53496,904858,-259,-1436,55874,1368916,71116,41473,1368657,454768,224858,238941,33001,4115,69680,82813,13454,9339,353471,2011
10," ""51025""","Brunswick, VA",185538,11508,26366,20356,231794,5522,3937,21686,459071,10528,27139,464593,67942,67288,165511,17119,1255,14465,36544,5802,4547,134529,2011
11," ""51027""","Buchanan, VA",533574,31325,59977,59342,392558,-313,-358,60996,760808,32149,31907,760495,-80020,94304,273633,23835,1246,31791,89648,10061,8815,412135,2011
12," ""51029""","Buckingham, VA",180016,10525,24209,17282,241553,6909,5935,19166,415690,22814,24545,422599,80703,62350,118696,17217,1345,28749,32850,4763,3418,118417,2011
13," ""51033""","Caroline, VA",302218,17173,43440,32044,656162,3576,1932,33195,992135,32213,34728,995711,387139,144701,194848,28672,2562,34145,59462,8372,5810,208611,2011
14," ""51036""","Charles City, VA",96846,5576,10325,9672,154190,4965,3925,10412,248313,13642,35178,253278,67756,42289,56799,7200,538,17567,15161,2196,1658,64118,2011
15," ""51037""","Charlotte, VA",131214,8972,18134,12466,170713,4328,2839,15205,344037,21060,27876,348365,54704,58586,119066,12497,1924,23899,24367,4845,2921,82948,2011
16," ""51041""","Chesterfield, VA",7186141,341305,809199,794722,9953773,1169,439,738666,14122768,542421,44090,14123937,3506298,2345907,1824257,320344,36693,542860,1206560,158757,122064,5436721,2011
17," ""51043""","Clarke, VA",265518,13712,23035,24664,498013,7929,4409,26044,751053,62043,53461,758982,258539,175338,85631,14197,2755,66452,35367,6902,4147,163699,2011
18," ""51045""","Craig, VA",36355,2923,4824,3396,91634,-669,-1091,4621,159731,8240,30766,159062,59900,26618,40810,5170,608,7149,6522,1338,730,22684,2011
19," ""51047""","Culpeper, VA",882575,44461,98226,88786,1247606,4660,66,88854,1838669,145964,38932,1843329,453885,303679,292044,47347,6373,146030,142619,21888,15515,593926,2011
20," ""51049""","Cumberland, VA",73266,4973,8765,6124,167604,9423,8505,8035,277511,12241,28731,286934,102373,40625,78705,9987,765,20746,11827,2191,1426,40693,2011
21," ""51051""","Dickenson, VA",222703,14958,27152,23074,224001,-1656,-1711,26495,453888,18489,28662,452232,27793,50475,177756,15778,784,16778,38689,4960,4176,167236,2011
22," ""51057""","Essex, VA",179830,10120,20686,18588,216072,4757,4033,19414,379487,21147,34406,384244,55656,70025,98147,11168,1286,25180,29980,5332,4046,124670,2011
23," ""51061""","Fauquier, VA",1501670,73562,140913,144620,2602793,-4345,-14701,145872,3918363,313415,59275,3914018,1246995,955067,356158,66032,10419,298714,213223,33041,22622,989733,2011
24," ""51063""","Floyd, VA",146776,9958,16534,13286,281220,3736,309,16601,474031,36031,31016,477767,151045,77934,118613,15404,2500,36340,23177,5673,3173,87259,2011
25," ""51065""","Fluvanna, VA",252357,15811,31775,24140,587642,-481,-983,27881,939645,47685,36179,939164,363166,190683,160839,25959,2856,46702,43845,7499,4643,161810,2011
26," ""51067""","Franklin, VA",681378,42181,72615,67582,1080009,18717,14664,75972,1849281,128300,33156,1867998,474603,336672,451317,56339,6985,142964,106406,21093,14108,432008,2011
27," ""51071""","Giles, VA",282378,16526,37350,30604,321702,-930,-1324,31828,559417,27930,32561,558487,71152,81091,155694,17152,1795,26606,52652,7128,5333,203120,2011
28," ""51073""","Gloucester, VA",452478,26158,54949,44718,982175,2823,2311,48517,1548875,66421,42055,1551698,578214,311052,258471,36897,3720,68732,77308,13740,10020,306438,2011
29," ""51075""","Goochland, VA",1093080,50538,95667,109668,1022711,1021,-533,105372,1645435,65002,76448,1646456,35003,452458,171287,21537,3505,64469,150501,15760,12255,878110,2011
30," ""51077""","Grayson, VA",113363,9921,15199,11012,205555,1752,286,15427,419478,20776,27410,421230,107619,62924,152751,15368,2020,21062,20705,4645,2625,71596,2011
